65405, 60607, 
5109, 60439, 
5018, 60439, 
5076, 60456, 
5002, 60496, 
4953, 60503, 
4982, 60550, 
5031, 60428, 
5075, 60527, 
4959, 60550, 
5103, 60583, 
5011, 60535, 
5008, 60711, 
5146, 60671, 
4986, 60655, 
5092, 60727, 
5151, 60816, 
5124, 60847, 
5090, 61064, 
5130, 60925, 
5107, 60976, 
5047, 61095, 
5115, 61128, 
5217, 61055, 
5141, 61126, 
5124, 61288, 
5094, 61374, 
5096, 61464, 
5212, 61632, 
5151, 61759, 
5125, 61863, 
5272, 62041, 
5125, 62207, 
5264, 62302, 
5254, 62351, 
4960, 62383, 
4984, 62549, 
5246, 62612, 
5124, 62527, 
5204, 62551, 
5211, 62553, 
5528, 62688, 
5114, 62672, 
5346, 62632, 
5135, 62622, 
5213, 62720, 
5262, 62558, 
5128, 62592, 
5237, 62591, 
5231, 62616, 
5167, 62549, 
5141, 62559, 
5249, 62552, 
5157, 62415, 
5134, 62383, 
5212, 62463, 
5200, 62366, 
5120, 62303, 
5249, 62396, 
5148, 62408, 
5184, 62239, 
5148, 62225, 
5204, 62271, 
5210, 62256, 
5160, 62144, 
5085, 62080, 
5160, 61848, 
4966, 61679, 
5178, 61696, 
5127, 61551, 
5208, 61440, 
5111, 61354, 
5264, 61183, 
5098, 61119, 
5124, 61088, 
5240, 61104, 
5207, 60969, 
5114, 60863, 
5456, 60799, 
5811, 60960, 
5179, 60904, 
4920, 60960, 
5188, 60863, 
5406, 60863, 
5131, 60888, 
5099, 60847, 
5155, 60926, 
5299, 61016, 
5119, 60966, 
5077, 60992, 
5159, 61152, 
5068, 61023, 
5157, 61171, 
5161, 61191, 
5049, 61140, 
5150, 61192, 
4998, 61296, 
5269, 61231, 
5106, 61298, 
5052, 61287, 
5192, 61372, 
5108, 61392, 
5045, 61343, 
5148, 61552, 
5071, 61752, 
5256, 61809, 
5186, 62076, 
5048, 62232, 
4971, 62300, 
5031, 62383, 
4916, 62439, 
5004, 62575, 
5126, 62760, 
4962, 62719, 
4774, 62719, 
4827, 62806, 
5023, 62823, 
4740, 62816, 
4778, 62775, 
4743, 62879, 
4544, 62976, 
4629, 62800, 
4840, 62875, 
4750, 62831, 
4698, 62820, 
4699, 62735, 
4672, 62789, 
4681, 62756, 
4667, 62671, 
4771, 62647, 
4681, 62752, 
4709, 62523, 
4722, 62643, 
4860, 62591, 
4721, 62579, 
4663, 62564, 
4832, 62511, 
4685, 62455, 
4656, 62399, 
4673, 62374, 
4667, 62464, 
4639, 62360, 
4527, 62304, 
4916, 62165, 
4625, 61989, 
4560, 61940, 
4492, 61844, 
4661, 61607, 
4595, 61510, 
4748, 61520, 
4972, 61385, 
4684, 61151, 
4637, 61226, 
4938, 61128, 
4566, 61032, 
4549, 60927, 
5394, 61087, 
4566, 61032, 
4236, 60959, 
4531, 60928, 
4911, 60972, 
4847, 61004, 
4654, 60991, 
4687, 61104, 
4772, 61015, 
4702, 61150, 
4722, 61192, 
4629, 61190, 
4665, 61176, 
4626, 61119, 
4609, 61203, 
4769, 61243, 
4925, 61240, 
4640, 61312, 
4680, 61424, 
4631, 61360, 
4715, 61383, 
4727, 61471, 
4741, 61451, 
4686, 61431, 
4650, 61647, 
5079, 61774, 
4947, 61887, 
4603, 61976, 
4720, 62082, 
4796, 62232, 
4792, 62335, 
4843, 62551, 
4762, 62615, 
4855, 62691, 
5084, 62778, 
4768, 62847, 
4641, 62847, 
4084, 62896, 
5528, 62976, 
4664, 62928, 
4410, 62867, 
4723, 63064, 
5228, 62935, 
5722, 62887, 
4255, 62977, 
4596, 62905, 
4684, 62891, 
4663, 62849, 
4688, 62767, 
4817, 62867, 
4783, 62783, 
4587, 62709, 
4635, 62671, 
4707, 62667, 
4627, 62688, 
4583, 62559, 
4707, 62559, 
4702, 62655, 
4667, 62591, 
4651, 62503, 
4683, 62527, 
4730, 62529, 
4853, 62399, 
4613, 62335, 
4727, 62273, 
4793, 62079, 
4539, 61963, 
4602, 61804, 
4656, 61836, 
4707, 61526, 
4663, 61648, 
4986, 61471, 
4720, 61355, 
4398, 61295, 
4654, 61228, 
4662, 61151, 
4565, 61055, 
4545, 61053, 
4421, 61075, 
5279, 61072, 
5207, 61068, 
4603, 61104, 
4618, 61088, 
4680, 61135, 
4557, 61150, 
4792, 61135, 
4614, 61162, 
4752, 61143, 
4720, 61531, 
4985, 61284, 
4672, 61343, 
4679, 61359, 
4700, 61311, 
4729, 61346, 
4713, 61471, 
4677, 61432, 
4588, 61438, 
4702, 61519, 
4585, 61511, 
4656, 61479, 
4691, 61631, 
4733, 61731, 
4615, 61824, 
4639, 62047, 
4667, 62143, 
4818, 62253, 
4572, 62384, 
4657, 62528, 
4673, 62688, 
4692, 62727, 
5129, 62751, 
4913, 62912, 
5160, 62984, 
4617, 62968, 
5400, 63055, 
4702, 62991, 
5180, 62943, 
4726, 63049, 
5394, 63080, 
4854, 63000, 
4752, 63128, 
4668, 63104, 
4655, 63031, 
4650, 62998, 
4750, 62937, 
4561, 62879, 
4874, 62815, 
4675, 62875, 
4451, 62807, 
4642, 62796, 
4658, 62816, 
4788, 62809, 
